brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,Categoria_MarcaModelo,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,idade_carro,idade_quilometragem,km_por_ano,cc
Ford,Focus RS Base,2017,26000,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,37000,350.0,2.3,4.0,24.0,6.0,2,2,0,14,7,0,bom,3,224,152.17391304347828,6.999999999899956,181999.99999739885,3714.285714338799,2
Porsche,Boxster S,2005,95170,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,24900,280.0,3.2,6.0,24.0,6.0,3,2,2,4,5,1,bom,3,159,87.5,18.999999999899956,1808229.9999904789,5008.947368447427,0
Toyota,Supra A91-MT Edition,2023,1500,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Orange,None reported,Yes,84900,382.0,3.0,6.0,24.0,6.0,3,2,2,14,1,1,bom,1,131,127.33333333333333,0.9999999998999556,1499.9999998499334,1500.0000001500666,2
Audi,A4 2.0T Premium,2012,125000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,10500,211.0,2.0,4.0,24.0,8.0,2,0,0,17,0,0,bom,3,139,105.5,11.999999999899956,1499999.9999874944,10416.66666675351,1
Audi,SQ5 3.0T Prestige,2019,48500,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,43500,349.0,3.0,6.0,24.0,7.0,3,3,4,12,1,1,avg,1,139,116.33333333333333,4.999999999899956,242499.99999514784,9700.000000194086,2
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,73000,416.0,4.0,8.0,24.0,7.0,1,1,5,8,4,2,bom,9,194,104.0,7.999999999899956,410831.9999948623,6419.250000080277,3
Ford,Escape SE,2015,54357,Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,16250,173.0,1.6,4.0,24.0,6.0,2,0,0,2,7,0,bom,2,224,108.125,8.999999999899956,489212.9999945619,6039.666666733804,1
Ford,F-250 Lariat,2017,72128,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,White,Camel,None reported,No,45985,311.0,6.2,8.0,16.0,6.0,1,1,5,9,2,3,avg,11,224,50.16129032258064,6.999999999899956,504895.999992784,10304.000000147265,3
Chevrolet,Colorado ZR2,2019,38900,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,34700,308.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,bom,3,190,85.55555555555556,4.999999999899956,194499.99999610826,7780.000000155669,2
Jeep,Grand Wagoneer Series III,2022,31112,Gasoline,471.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,83000,471.0,6.4,8.0,24.0,8.0,1,1,5,8,4,2,bom,1,99,73.59375,1.9999999998999556,62223.99999688742,15556.000000778145,3
Tesla,Model 3 Standard Range Plus,2021,21600,Elétrico,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,31000,271.0,3.5,6.0,24.0,7.0,3,3,4,12,9,1,bom,2,47,77.42857142857143,2.9999999998999556,64799.99999783904,7200.000000240107,2
Chevrolet,Express 2500 Work Van,2012,140500,E85 Flex Fuel,324.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,11800,324.0,6.0,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,190,54.0,11.999999999899956,1685999.9999859438,11708.333333430946,0
Kia,Optima EX,2012,152520,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,10900,200.0,2.4,4.0,24.0,6.0,2,0,0,2,7,0,bom,3,61,83.33333333333334,11.999999999899956,1830239.9999847412,12710.000000105963,1
Lexus,ES 350 Base,2016,39700,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,25500,268.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,bom,11,125,76.57142857142857,7.999999999899956,317599.99999602826,4962.5000000620585,1
Chevrolet,Colorado ZR2,2021,24915,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Satin Steel Metallic,Jet Black,None reported,No,44791,311.0,3.6,6.0,24.0,7.0,3,3,4,1,9,1,avg,3,190,86.38888888888889,2.9999999998999556,74744.99999750739,8305.000000276956,2
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Nero,None reported,Yes,52645,311.0,3.0,6.0,24.0,8.0,0,3,4,10,9,6,bom,1,28,103.66666666666667,3.9999999998999556,102883.99999742676,6430.250000160828,2
Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,21499,152.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,bom,2,47,76.0,5.999999999899956,504323.99999159086,14009.000000233587,1
Audi,RS 7 4.0T Prestige,2016,64800,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,50000,560.0,4.0,8.0,24.0,8.0,1,3,3,5,6,2,bom,3,139,140.0,7.999999999899956,518399.9999935171,8100.000000101295,3
Mazda,Mazda6 i Grand Touring,2016,83100,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,17800,311.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,1,52,88.85714285714286,7.999999999899956,664799.9999916863,10387.500000129901,1
Audi,Q8 55 Premium,2020,34300,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,None reported,Yes,52500,335.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,bom,1,139,111.66666666666667,3.9999999998999556,137199.99999656848,8575.00000021447,2
Lexus,GX 470 Base,2005,198000,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15500,270.0,4.7,8.0,24.0,5.0,3,2,2,6,5,4,avg,6,125,57.4468085106383,18.999999999899956,3761999.9999801912,10421.05263163382,0
Audi,RS 7 4.0T,2022,4100,Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,162500,591.0,4.0,8.0,24.0,8.0,1,3,3,5,6,2,bom,2,139,147.75,1.9999999998999556,8199.999999589818,2050.0000001025455,2
Ford,F-250 Lariat,2019,80200,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,42500,385.0,6.2,8.0,24.0,7.0,1,1,5,16,2,2,bom,11,224,62.096774193548384,4.999999999899956,400999.9999919764,16040.000000320942,3
Ford,Mustang EcoBoost Premium,2017,59500,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000,310.0,2.3,4.0,24.0,7.0,2,3,0,17,1,0,avg,4,224,134.7826086956522,6.999999999899956,416499.99999404734,8500.000000121483,2
Tesla,Model Y Long Range,2023,5844,Elétrico,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,52000,425.0,3.5,6.0,24.0,7.0,3,3,4,14,1,6,bom,11,47,121.42857142857143,0.9999999998999556,5843.99999941534,5844.00000058466,2
Lincoln,MKS EcoBoost,2016,38100,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,21000,365.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,1,34,104.28571428571429,7.999999999899956,304799.99999618833,4762.500000059557,2
Cadillac,ATS 2.5L Luxury,2013,225000,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,13600,202.0,2.5,4.0,24.0,6.0,2,0,0,2,7,0,bom,1,77,80.8,10.999999999899956,2474999.99997749,20454.545454731488,0
Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,37999,286.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,bom,2,17,143.0,17.999999999899956,2303999.9999871943,7111.111111150635,1
BMW,X5 xDrive40i,2020,4880,Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,No,57998,311.0,3.0,6.0,24.0,7.0,3,3,4,12,9,1,avg,5,297,103.66666666666667,3.9999999998999556,19519.999999511783,1220.0000000305135,2
Chevrolet,Colorado Z85,2005,155000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,7995,220.0,3.5,5.0,24.0,7.0,3,0,4,3,9,1,avg,1,190,62.857142857142854,18.999999999899956,2944999.999984493,8157.89473688506,0
Volkswagen,Golf Auto TSI S,2015,107543,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,13200,170.0,1.8,4.0,24.0,7.0,2,0,0,13,0,0,bom,1,42,94.44444444444444,8.999999999899956,967886.9999892409,11949.22222235505,1
BMW,Z4 sDrive28i,2016,59000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,25000,240.0,2.0,4.0,24.0,8.0,2,0,0,17,0,0,bom,4,297,120.0,7.999999999899956,471999.9999940974,7375.000000092228,2
Tesla,Model X Long Range,2022,7500,Elétrico,670.0HP Electric Motor Electric Fuel System,A/T,Silver,Black,None reported,Yes,84000,670.0,3.5,6.0,24.0,7.0,1,3,3,5,6,2,bom,2,47,191.42857142857142,1.9999999998999556,14999.999999249667,3750.0000001875833,2
Pontiac,Solstice GXP,2008,38100,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Orange,Black,None reported,Yes,19950,260.0,2.0,4.0,24.0,5.0,2,2,2,2,7,0,bom,4,11,130.0,15.999999999899956,609599.9999961883,2381.2500000148893,1
Lexus,LS 430 Base,2006,192000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7390,278.0,4.3,8.0,24.0,6.0,3,1,5,6,2,4,avg,3,125,64.65116279069768,17.999999999899956,3455999.9999807915,10666.666666725952,0
Ford,Fusion SE,2014,80800,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,10000,175.0,2.5,4.0,24.0,7.0,2,0,0,0,0,0,bom,3,224,70.0,9.999999999899956,807999.9999919164,8080.000000080836,1
Subaru,BRZ Premium,2023,5800,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,29990,228.0,2.4,4.0,24.0,6.0,2,0,0,2,7,0,bom,1,47,95.0,0.9999999998999556,5799.999999419742,5800.000000580258,1
Ford,Mustang GT Premium,2013,18000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,29000,412.0,5.0,8.0,24.0,6.0,1,1,5,6,2,4,bom,10,224,82.4,10.999999999899956,197999.9999981992,1636.363636378519,3
Chevrolet,Sonic LT,2013,110000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,7500,311.0,3.5,6.0,24.0,7.0,3,3,4,12,9,1,bom,1,190,88.85714285714286,10.999999999899956,1209999.999988995,10000.00000009095,1
Volkswagen,Golf GTI 2.0T Autobahn,2022,6400,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,41500,241.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,42,120.5,1.9999999998999556,12799.999999359716,3200.000000160071,2
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Gray,None reported,Yes,25500,355.0,5.3,8.0,24.0,6.0,1,1,5,6,2,4,bom,2,190,66.9811320754717,9.999999999899956,1026039.9999897351,10260.400000102649,3
Dodge,Durango SRT 392,2022,31917,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,64683,475.0,6.4,8.0,24.0,8.0,1,1,5,8,4,2,bom,2,65,74.21875,1.9999999998999556,63833.99999680688,15958.50000079828,3
Volkswagen,CC Sport,2012,131986,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,White,Black,At least 1 accident or damage reported,Yes,9000,200.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,avg,1,42,100.0,11.999999999899956,1583831.9999867955,10998.833333425031,1
MINI,Cooper Base,2009,90367,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,9250,118.0,1.6,4.0,24.0,6.0,2,0,0,2,7,0,bom,4,24,73.75,14.999999999899956,1355504.9999909592,6024.466666706848,1
Subaru,Impreza WRX Premium,2014,55000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,30000,265.0,2.5,4.0,24.0,5.0,2,2,2,2,7,0,bom,1,47,106.0,9.999999999899956,549999.9999944975,5500.000000055024,1
Ford,Transit-350 Base,2015,112000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,29500,310.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,avg,5,224,88.57142857142857,8.999999999899956,1007999.999988795,12444.444444582778,1
Dodge,Charger GT,2021,33000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,At least 1 accident or damage reported,Yes,26999,300.0,3.6,6.0,24.0,7.0,3,3,4,1,9,1,avg,1,65,83.33333333333333,2.9999999998999556,98999.99999669853,11000.00000036683,2
Mercedes-Benz,C-Class C300 4MATIC,2022,13177,Gasoline,2.0 Liter Turbo,Automatic,White,Silk Beige/Black,None reported,No,44798,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,1,194,155.5,1.9999999998999556,26353.999998681713,6588.500000329572,2
BMW,X1 xDrive28i,2020,27989,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,29000,228.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,4,297,114.0,3.9999999998999556,111955.99999719986,6997.250000175009,2
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,33272,Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,11900,192.0,2.3,4.0,24.0,7.0,2,0,0,0,0,0,avg,2,194,83.47826086956522,20.999999999899956,698711.9999966713,1584.3809523885004,1
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,11000,166.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,avg,2,52,83.0,16.999999999899956,1383799.9999918563,4788.235294145826,1
Honda,Civic Sport,2022,25420,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Red,Gray,None reported,Yes,24500,158.0,2.0,4.0,24.0,7.0,2,0,0,0,0,0,bom,4,48,79.0,1.9999999998999556,50839.99999745687,12710.000000635782,1
Ford,F-250 Limited,2018,64000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Red,Beige,None reported,Yes,64000,450.0,6.7,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,224,67.16417910447761,5.999999999899956,383999.99999359716,10666.666666844523,3
INFINITI,G35 Sport,2007,37100,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,16900,306.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,bom,1,44,87.42857142857143,16.999999999899956,630699.9999962883,2182.3529411893137,1
BMW,M4 Base,2018,19300,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Silver,None reported,Yes,64000,425.0,3.0,6.0,24.0,6.0,3,3,2,14,1,1,bom,14,297,141.66666666666666,5.999999999899956,115799.99999806914,3216.6666667203017,2
Dodge,Dakota SLT,2003,141800,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,5700,230.0,4.7,8.0,24.0,7.0,3,1,5,3,2,1,avg,1,65,48.93617021276596,20.999999999899956,2977799.9999858136,6752.380952413121,0
Jeep,Wrangler SE,2000,95200,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,11999,120.0,2.5,4.0,24.0,5.0,2,2,2,2,7,0,bom,3,99,48.0,23.999999999899956,2284799.999990476,3966.6666666832016,0
Honda,Civic EX,2020,13935,Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,26000,174.0,1.5,4.0,24.0,7.0,2,0,0,17,0,0,bom,6,48,116.0,3.9999999998999556,55739.99999860588,3483.7500000871323,2
Chevrolet,Camaro 1SS,2022,6640,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,None reported,Yes,51999,455.0,6.2,8.0,24.0,7.0,1,1,5,16,4,2,bom,7,190,73.38709677419355,1.9999999998999556,13279.999999335705,3320.0000001660737,3
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,61000,577.0,5.5,8.0,24.0,7.0,1,1,3,8,4,2,bom,1,194,104.9090909090909,5.999999999899956,428999.9999928468,11916.666666865365,3
Chevrolet,Camaro 2LT,2011,126700,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,14000,312.0,3.6,6.0,24.0,7.0,3,3,4,1,9,1,avg,3,190,86.66666666666667,12.999999999899956,1647099.9999873245,9746.15384622885,0
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,56000,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,44850,518.0,6.3,8.0,24.0,7.0,1,1,5,8,4,2,bom,1,194,82.22222222222223,14.999999999899956,839999.9999943975,3733.333333358233,3
Mazda,MX-5 Miata Shinsen,2003,46873,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,Yes,11500,142.0,1.8,4.0,24.0,5.0,2,2,2,2,7,0,bom,1,52,78.88888888888889,20.999999999899956,984332.9999953107,2232.0476190582526,1
BMW,X7 xDrive40i,2021,30309,Hybrid,3.0 Liter Turbo,Automatic,Blue,Tan,None reported,No,63598,311.0,3.0,6.0,24.0,7.0,3,3,4,1,9,1,avg,9,297,103.66666666666667,2.9999999998999556,90926.99999696776,10103.000000336917,2
Acura,TL 3.2,2008,193783,Gasoline,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,10000,258.0,3.2,6.0,24.0,7.0,3,3,4,12,9,1,avg,2,37,80.625,15.999999999899956,3100527.999980613,12111.43750007573,0
Rivian,R1S Adventure Package,2023,250,Elétrico,835.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,No,94000,835.0,3.5,6.0,24.0,7.0,1,3,3,5,6,2,avg,6,7,238.57142857142858,0.9999999998999556,249.9999999749889,250.0000000250111,2
Porsche,Cayenne GTS Coupe AWD,2023,10000,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,145000,453.0,4.0,8.0,24.0,8.0,1,3,3,8,4,2,bom,1,159,113.25,0.9999999998999556,9999.999998999556,10000.000001000444,3
Porsche,Cayenne Base,2014,117697,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16975,300.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,avg,3,159,83.33333333333333,9.999999999899956,1176969.999988225,11769.70000011775,1
Mercedes-Benz,CLA-Class CLA 250,2016,88600,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,16800,208.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,avg,7,194,104.0,7.999999999899956,708799.999991136,11075.0000001385,1
Subaru,Ascent Touring 7-Passenger,2021,32250,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,36000,260.0,2.4,4.0,24.0,7.0,2,0,0,17,0,0,avg,4,47,108.33333333333334,2.9999999998999556,96749.99999677356,10750.000000358492,2
BMW,X1 xDrive28i,2020,18200,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,29500,228.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,avg,4,297,114.0,3.9999999998999556,72799.99999817919,4550.0000001138005,2
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,39127,311.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,bom,1,42,86.38888888888889,2.9999999998999556,108932.99999636729,12103.666667070302,2
Nissan,NV200 S,2019,52000,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,At least 1 accident or damage reported,Yes,19500,131.0,2.0,4.0,24.0,7.0,2,0,0,0,0,0,avg,1,84,65.5,4.999999999899956,259999.9999947977,10400.000000208092,1
Chevrolet,Camaro 1LT,2019,9111,Gasoline,3.6L V6 GDI DOHC,8-Speed Automatic,Summit White,Jet Black,None reported,No,27599,311.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,avg,3,190,86.38888888888889,4.999999999899956,45554.9999990885,1822.20000003646,2
Ford,Mustang GT Premium,2010,69000,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,20000,315.0,4.6,8.0,24.0,5.0,3,2,2,6,5,4,bom,10,224,68.47826086956522,13.999999999899956,965999.9999930969,4928.571428606649,3
Kia,Telluride SX,2021,38612,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Ebony Black,Black,None reported,No,42242,311.0,3.8,6.0,24.0,8.0,0,3,4,10,9,6,avg,7,61,81.8421052631579,2.9999999998999556,115835.99999613708,12870.66666709588,2
Audi,A6 55 Premium,2019,10832,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,42500,335.0,3.0,6.0,24.0,7.0,3,3,4,12,1,1,bom,1,139,111.66666666666667,4.999999999899956,54159.99999891632,2166.400000043347,2
Cadillac,XT5 Luxury,2019,44692,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,No,32368,311.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,avg,3,77,86.38888888888889,4.999999999899956,223459.9999955288,8938.400000178848,2
BMW,650 i,2012,39960,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,Yes,38995,400.0,4.4,8.0,24.0,6.0,1,1,5,6,2,4,bom,5,297,90.9090909090909,11.999999999899956,479519.99999600224,3330.0000000277623,3
INFINITI,FX37 Base,2013,51500,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,23900,325.0,3.7,6.0,24.0,7.0,3,3,4,12,9,1,bom,1,44,87.83783783783784,10.999999999899956,566499.9999948477,4681.818181860763,1
Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,34999,291.0,2.0,4.0,24.0,5.0,2,2,2,2,7,0,bom,2,17,145.5,11.999999999899956,395999.9999966985,2750.000000022927,1
BMW,750 Li,2007,114528,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9000,360.0,4.8,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,297,75.0,16.999999999899956,1946975.9999885422,6736.941176510235,0
INFINITI,QX80 Base,2017,121525,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,28500,400.0,5.6,8.0,24.0,7.0,1,1,5,16,2,2,avg,5,44,71.42857142857143,6.999999999899956,850674.999987842,17360.714285962407,3
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Green,Beige,None reported,Yes,49999,375.0,2.0,4.0,24.0,8.0,2,3,0,14,1,6,bom,3,99,187.5,1.9999999998999556,20999.999998949534,5250.000000262617,2
Hyundai,Sonata GLS,2013,136991,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,11000,198.0,2.4,4.0,24.0,6.0,2,0,0,2,7,0,bom,2,49,82.5,10.999999999899956,1506900.999986295,12453.727272840539,1
Volvo,XC90 Hybrid T8 R-Design,2018,40000,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,42000,400.0,2.0,4.0,24.0,7.0,2,3,0,14,1,0,bom,1,26,200.0,5.999999999899956,239999.99999599822,6666.666666777827,2
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,60500,380.0,3.0,6.0,24.0,7.0,3,3,4,14,1,6,bom,3,102,126.66666666666667,4.999999999899956,205999.99999587817,8240.000000164873,2
